-7,-11,A6ulZufSDhJjJMIUYD0FXaYQCJo=,f6Td9m52QhanB0UxLiw6FJy6lEs=
-14,-10,A6ulZufSDhJjJMIUYD0FXaYQCJo=,f6Td9m52QhanB0UxLiw6FJy6lEs=
-13,-10,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Lxk+j6WTrewMsyJLuLOtjc50Zv0=
-12,-10,A6ulZufSDhJjJMIUYD0FXaYQCJo=,s2IbzV1bpmTEIF6f2BihUBkpdqU=
-11,-10,A6ulZufSDhJjJMIUYD0FXaYQCJo=,s2IbzV1bpmTEIF6f2BihUBkpdqU=
-10,-10,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Lxk+j6WTrewMsyJLuLOtjc50Zv0=
-7,-10,A6ulZufSDhJjJMIUYD0FXaYQCJo=,f6Td9m52QhanB0UxLiw6FJy6lEs=
-6,-10,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Lxk+j6WTrewMsyJLuLOtjc50Zv0=
-14,-9,A6ulZufSDhJjJMIUYD0FXaYQCJo=,OxAkD997pkAa+bddw39J+WbiYro=
-13,-9,A6ulZufSDhJjJMIUYD0FXaYQCJo=,f6Td9m52QhanB0UxLiw6FJy6lEs=
-12,-9,A6ulZufSDhJjJMIUYD0FXaYQCJo=,OxAkD997pkAa+bddw39J+WbiYro=
-11,-9,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Lxk+j6WTrewMsyJLuLOtjc50Zv0=
-10,-9,A6ulZufSDhJjJMIUYD0FXaYQCJo=,s2IbzV1bpmTEIF6f2BihUBkpdqU=
-9,-9,A6ulZufSDhJjJMIUYD0FXaYQCJo=,s2IbzV1bpmTEIF6f2BihUBkpdqU=
-8,-9,A6ulZufSDhJjJMIUYD0FXaYQCJo=,f6Td9m52QhanB0UxLiw6FJy6lEs=
-7,-9,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Lxk+j6WTrewMsyJLuLOtjc50Zv0=
-6,-9,A6ulZufSDhJjJMIUYD0FXaYQCJo=,s2IbzV1bpmTEIF6f2BihUBkpdqU=
-13,-8,A6ulZufSDhJjJMIUYD0FXaYQCJo=,OxAkD997pkAa+bddw39J+WbiYro=
-12,-8,A6ulZufSDhJjJMIUYD0FXaYQCJo=,meJxtwCasZjuIbvhBbxHNdChcwE=
-11,-8,A6ulZufSDhJjJMIUYD0FXaYQCJo=,JtN8SKD+xsso2sbO6GDFChjrk6Q=
-9,-8,A6ulZufSDhJjJMIUYD0FXaYQCJo=,OxAkD997pkAa+bddw39J+WbiYro=
-8,-8,A6ulZufSDhJjJMIUYD0FXaYQCJo=,wTubx6ip+nQlnI6P3Rt57iVJa/0=
-7,-8,A6ulZufSDhJjJMIUYD0FXaYQCJo=,C1iId02+xMBt+Gk66D+0fJC4z8c=
-6,-8,A6ulZufSDhJjJMIUYD0FXaYQCJo=,t+r5n2snNeOYBd0eJTFh9PUHodA=
-5,-8,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Epq0e9wkZmnM722FZS2g1Iz9oN8=
-4,-8,A6ulZufSDhJjJMIUYD0FXaYQCJo=,t+r5n2snNeOYBd0eJTFh9PUHodA=
-3,-8,A6ulZufSDhJjJMIUYD0FXaYQCJo=,JtN8SKD+xsso2sbO6GDFChjrk6Q=
-12,-7,A6ulZufSDhJjJMIUYD0FXaYQCJo=,JtN8SKD+xsso2sbO6GDFChjrk6Q=
-11,-7,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Epq0e9wkZmnM722FZS2g1Iz9oN8=
-10,-7,A6ulZufSDhJjJMIUYD0FXaYQCJo=,C1iId02+xMBt+Gk66D+0fJC4z8c=
-5,-7,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Epq0e9wkZmnM722FZS2g1Iz9oN8=
-4,-7,A6ulZufSDhJjJMIUYD0FXaYQCJo=,t+r5n2snNeOYBd0eJTFh9PUHodA=
-3,-7,A6ulZufSDhJjJMIUYD0FXaYQCJo=,C1iId02+xMBt+Gk66D+0fJC4z8c=
-10,-6,A6ulZufSDhJjJMIUYD0FXaYQCJo=,t+r5n2snNeOYBd0eJTFh9PUHodA=
-9,-6,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Epq0e9wkZmnM722FZS2g1Iz9oN8=
-8,-6,A6ulZufSDhJjJMIUYD0FXaYQCJo=,C1iId02+xMBt+Gk66D+0fJC4z8c=
-5,-6,A6ulZufSDhJjJMIUYD0FXaYQCJo=,C1iId02+xMBt+Gk66D+0fJC4z8c=
-4,-6,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Epq0e9wkZmnM722FZS2g1Iz9oN8=
-3,-6,A6ulZufSDhJjJMIUYD0FXaYQCJo=,t+r5n2snNeOYBd0eJTFh9PUHodA=
-8,-5,A6ulZufSDhJjJMIUYD0FXaYQCJo=,C1iId02+xMBt+Gk66D+0fJC4z8c=
-7,-5,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Vhf+x8UUN4T6JQW8NYjAfkneWDY=
-6,-5,A6ulZufSDhJjJMIUYD0FXaYQCJo=,zAbqr84ibRY5PKgR092KfdhjO9w=
-5,-5,A6ulZufSDhJjJMIUYD0FXaYQCJo=,kTW2zzNTAwQHRfCSEeX66Y3uv/0=
-4,-5,A6ulZufSDhJjJMIUYD0FXaYQCJo=,zAbqr84ibRY5PKgR092KfdhjO9w=
-3,-5,A6ulZufSDhJjJMIUYD0FXaYQCJo=,1U4CHggfSnQuEnIkzRAmzXbZ5Qo=
-2,-5,A6ulZufSDhJjJMIUYD0FXaYQCJo=,zAbqr84ibRY5PKgR092KfdhjO9w=
-1,-5,A6ulZufSDhJjJMIUYD0FXaYQCJo=,/FX3hGiMqtPxOZYDmnJiGTFHDr4=
-5,-4,A6ulZufSDhJjJMIUYD0FXaYQCJo=,kTW2zzNTAwQHRfCSEeX66Y3uv/0=
-4,-4,A6ulZufSDhJjJMIUYD0FXaYQCJo=,1U4CHggfSnQuEnIkzRAmzXbZ5Qo=
-3,-4,A6ulZufSDhJjJMIUYD0FXaYQCJo=,1U4CHggfSnQuEnIkzRAmzXbZ5Qo=
-2,-4,A6ulZufSDhJjJMIUYD0FXaYQCJo=,zAbqr84ibRY5PKgR092KfdhjO9w=
-1,-4,A6ulZufSDhJjJMIUYD0FXaYQCJo=,zAbqr84ibRY5PKgR092KfdhjO9w=
-4,-3,A6ulZufSDhJjJMIUYD0FXaYQCJo=,zAbqr84ibRY5PKgR092KfdhjO9w=
-3,-3,A6ulZufSDhJjJMIUYD0FXaYQCJo=,1U4CHggfSnQuEnIkzRAmzXbZ5Qo=
-2,-3,A6ulZufSDhJjJMIUYD0FXaYQCJo=,sTOd7YBgJPU6+eV5tHy6q6k8i7k=
-1,-3,A6ulZufSDhJjJMIUYD0FXaYQCJo=,sTOd7YBgJPU6+eV5tHy6q6k8i7k=
-4,-2,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Y4xb8cileSxThJxuzaKpYDAvkSg=
-3,-2,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Emn/w1/hZhYm5MhWAI+YOPhqCJ4=
-2,-2,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Y4xb8cileSxThJxuzaKpYDAvkSg=
-1,-2,A6ulZufSDhJjJMIUYD0FXaYQCJo=,Y4xb8cileSxThJxuzaKpYDAvkSg=
-4,-1,A6ulZufSDhJjJMIUYD0FXaYQCJo=,LTMcNpXdKw50gLoABueFcru+Uy0=
-3,-1,A6ulZufSDhJjJMIUYD0FXaYQCJo=,5Tv+0M6sGyjnR/3YTW9LA3npkgI=
-2,-1,A6ulZufSDhJjJMIUYD0FXaYQCJo=,UzKc5wY10SAQrnVgKxBVe7i8KEQ=
-1,-1,A6ulZufSDhJjJMIUYD0FXaYQCJo=,CGus2vTQLzkNcUM1THh5dWOqDsY=
